FIPStxt,State,Area name,Year,POP_ESTIMATE
38057,ND,Mercer County,2018,8266
38059,ND,Morton County,2018,31058
38061,ND,Mountrail County,2018,10239
38063,ND,Nelson County,2018,2885
38065,ND,Oliver County,2018,1945
38067,ND,Pembina County,2018,6895
38069,ND,Pierce County,2018,4070
38071,ND,Ramsey County,2018,11580
38073,ND,Ransom County,2018,5224
38075,ND,Renville County,2018,2358
38077,ND,Richland County,2018,16229
38079,ND,Rolette County,2018,14349
38081,ND,Sargent County,2018,3851
38083,ND,Sheridan County,2018,1342
38085,ND,Sioux County,2018,4377
38087,ND,Slope County,2018,761
38089,ND,Stark County,2018,30893
38091,ND,Steele County,2018,1892
38093,ND,Stutsman County,2018,20875
38095,ND,Towner County,2018,2185
38097,ND,Traill County,2018,8020
38099,ND,Walsh County,2018,10645
38101,ND,Ward County,2018,67713
38103,ND,Wells County,2018,3908
38105,ND,Williams County,2018,35469
39000,OH,Ohio,2018,11676341
39001,OH,Adams County,2018,27694
39003,OH,Allen County,2018,102725
39005,OH,Ashland County,2018,53706
39007,OH,Ashtabula County,2018,97587
39009,OH,Athens County,2018,65519
39011,OH,Auglaize County,2018,45736
39013,OH,Belmont County,2018,67533
39015,OH,Brown County,2018,43570
39017,OH,Butler County,2018,382000
39019,OH,Carroll County,2018,27082
39021,OH,Champaign County,2018,38785
39023,OH,Clark County,2018,134528
39025,OH,Clermont County,2018,205526
39027,OH,Clinton County,2018,42085
39029,OH,Columbiana County,2018,102473
39031,OH,Coshocton County,2018,36596
39033,OH,Crawford County,2018,41484
39035,OH,Cuyahoga County,2018,1241718
39037,OH,Darke County,2018,51299
39039,OH,Defiance County,2018,38089
39041,OH,Delaware County,2018,205091
39043,OH,Erie County,2018,74513
39045,OH,Fairfield County,2018,155982
39047,OH,Fayette County,2018,28653
39049,OH,Franklin County,2018,1307698
39051,OH,Fulton County,2018,42267
39053,OH,Gallia County,2018,29945
39055,OH,Geauga County,2018,93945
39057,OH,Greene County,2018,167446
39059,OH,Guernsey County,2018,39011
39061,OH,Hamilton County,2018,815445
39063,OH,Hancock County,2018,75920
39065,OH,Hardin County,2018,31418
39067,OH,Harrison County,2018,15167
39069,OH,Henry County,2018,27091
39071,OH,Highland County,2018,43052
39073,OH,Hocking County,2018,28357
39075,OH,Holmes County,2018,43919
39077,OH,Huron County,2018,58364
39079,OH,Jackson County,2018,32366
39081,OH,Jefferson County,2018,65774
39083,OH,Knox County,2018,61900
39085,OH,Lake County,2018,230102
39087,OH,Lawrence County,2018,59767
39089,OH,Licking County,2018,175666
39091,OH,Logan County,2018,45332
39093,OH,Lorain County,2018,309052
39095,OH,Lucas County,2018,429612
39097,OH,Madison County,2018,44389
39099,OH,Mahoning County,2018,229216
39101,OH,Marion County,2018,65427
39103,OH,Medina County,2018,178978
39105,OH,Meigs County,2018,23064
39107,OH,Mercer County,2018,40952
39109,OH,Miami County,2018,106042
39111,OH,Monroe County,2018,13787
39113,OH,Montgomery County,2018,531600
39115,OH,Morgan County,2018,14581
39117,OH,Morrow County,2018,35113
39119,OH,Muskingum County,2018,86131
39121,OH,Noble County,2018,14347
39123,OH,Ottawa County,2018,40769
39125,OH,Paulding County,2018,18742
39127,OH,Perry County,2018,36039
39129,OH,Pickaway County,2018,58077
39131,OH,Pike County,2018,27932
39133,OH,Portage County,2018,162502
39135,OH,Preble County,2018,41011
39137,OH,Putnam County,2018,33802
39139,OH,Richland County,2018,120987
39141,OH,Ross County,2018,76884
39143,OH,Sandusky County,2018,58740
39145,OH,Scioto County,2018,75480
39147,OH,Seneca County,2018,55194
39149,OH,Shelby County,2018,48622
39151,OH,Stark County,2018,371248
39153,OH,Summit County,2018,541353
39155,OH,Trumbull County,2018,198539
39157,OH,Tuscarawas County,2018,92079
39159,OH,Union County,2018,57782
39161,OH,Van Wert County,2018,28253
39163,OH,Vinton County,2018,13145
39165,OH,Warren County,2018,231945
39167,OH,Washington County,2018,60111
39169,OH,Wayne County,2018,115790
39171,OH,Williams County,2018,36739
39173,OH,Wood County,2018,130441
39175,OH,Wyandot County,2018,21918
40000,OK,Oklahoma,2018,3940235
40001,OK,Adair County,2018,22224
40003,OK,Alfalfa County,2018,5765
40005,OK,Atoka County,2018,13795
40007,OK,Beaver County,2018,5318
40009,OK,Beckham County,2018,21720
40011,OK,Blaine County,2018,9454
40013,OK,Bryan County,2018,47191
40015,OK,Caddo County,2018,29028
40017,OK,Canadian County,2018,144426
40019,OK,Carter County,2018,48213
40021,OK,Cherokee County,2018,48607
40023,OK,Choctaw County,2018,14698
40025,OK,Cimarron County,2018,2165
40027,OK,Cleveland County,2018,281166
40029,OK,Coal County,2018,5520
40031,OK,Comanche County,2018,120528
40033,OK,Cotton County,2018,5820
40035,OK,Craig County,2018,14300
40037,OK,Creek County,2018,71730
40039,OK,Custer County,2018,28995
40041,OK,Delaware County,2018,42814
40043,OK,Dewey County,2018,4931
40045,OK,Ellis County,2018,3939
40047,OK,Garfield County,2018,61095
40049,OK,Garvin County,2018,27746
40051,OK,Grady County,2018,55448
40053,OK,Grant County,2018,4321
40055,OK,Greer County,2018,5814
40057,OK,Harmon County,2018,2691
40059,OK,Harper County,2018,3727
40061,OK,Haskell County,2018,12636
40063,OK,Hughes County,2018,13305
40065,OK,Jackson County,2018,24775
40067,OK,Jefferson County,2018,6106
40069,OK,Johnston County,2018,11020
40071,OK,Kay County,2018,43944
40073,OK,Kingfisher County,2018,15814
40075,OK,Kiowa County,2018,8732
40077,OK,Latimer County,2018,10175
40079,OK,Le Flore County,2018,50093
40081,OK,Lincoln County,2018,34837
40083,OK,Logan County,2018,47248
40085,OK,Love County,2018,10156
40087,OK,McClain County,2018,39887
40089,OK,McCurtain County,2018,32967
40091,OK,McIntosh County,2018,19745
40093,OK,Major County,2018,7627
40095,OK,Marshall County,2018,16727
40097,OK,Mayes County,2018,41210
40099,OK,Murray County,2018,13968
40101,OK,Muskogee County,2018,68324
40103,OK,Noble County,2018,11279
40105,OK,Nowata County,2018,10278
40107,OK,Okfuskee County,2018,12081
40109,OK,Oklahoma County,2018,790593
40111,OK,Okmulgee County,2018,38321
40113,OK,Osage County,2018,47121
40115,OK,Ottawa County,2018,31319
40117,OK,Pawnee County,2018,16356
40119,OK,Payne County,2018,82172
40121,OK,Pittsburg County,2018,43870
40123,OK,Pontotoc County,2018,38272
40125,OK,Pottawatomie County,2018,72513
40127,OK,Pushmataha County,2018,11192
40129,OK,Roger Mills County,2018,3646
40131,OK,Rogers County,2018,91801
40133,OK,Seminole County,2018,24520
40135,OK,Sequoyah County,2018,41585
40137,OK,Stephens County,2018,43179
40139,OK,Texas County,2018,20491
40141,OK,Tillman County,2018,7323
40143,OK,Tulsa County,2018,647683
40145,OK,Wagoner County,2018,80123
40147,OK,Washington County,2018,51791
40149,OK,Washita County,2018,11036
40151,OK,Woods County,2018,8893
40153,OK,Woodward County,2018,20312
41000,OR,Oregon,2018,4181886
41001,OR,Baker County,2018,16034
41003,OR,Benton County,2018,92442
41005,OR,Clackamas County,2018,415416
41007,OR,Clatsop County,2018,39711
41009,OR,Columbia County,2018,52245
41011,OR,Coos County,2018,64272
41013,OR,Crook County,2018,23825
41015,OR,Curry County,2018,22795
41017,OR,Deschutes County,2018,191905
41019,OR,Douglas County,2018,110114
41021,OR,Gilliam County,2018,1893
41023,OR,Grant County,2018,7185
41025,OR,Harney County,2018,7292
41027,OR,Hood River County,2018,23267
41029,OR,Jackson County,2018,219411
41031,OR,Jefferson County,2018,24150
41033,OR,Josephine County,2018,87150
41035,OR,Klamath County,2018,67687
41037,OR,Lake County,2018,7835
41039,OR,Lane County,2018,378549
41041,OR,Lincoln County,2018,49224
41043,OR,Linn County,2018,127451
41045,OR,Malheur County,2018,30553
41047,OR,Marion County,2018,345412
41049,OR,Morrow County,2018,11360
41051,OR,Multnomah County,2018,809072
41053,OR,Polk County,2018,84992
41055,OR,Sherman County,2018,1700
41057,OR,Tillamook County,2018,26710
41059,OR,Umatilla County,2018,77421
41061,OR,Union County,2018,26701
41063,OR,Wallowa County,2018,7058
41065,OR,Wasco County,2018,26432
41067,OR,Washington County,2018,596904
41069,OR,Wheeler County,2018,1351
41071,OR,Yamhill County,2018,106367
42000,PA,Pennsylvania,2018,12800922
42001,PA,Adams County,2018,103062
42003,PA,Allegheny County,2018,1217281
42005,PA,Armstrong County,2018,65352
42007,PA,Beaver County,2018,164582
42009,PA,Bedford County,2018,48094
42011,PA,Berks County,2018,420529
42013,PA,Blair County,2018,122503
42015,PA,Bradford County,2018,60794
42017,PA,Bucks County,2018,627812
42019,PA,Butler County,2018,187638
42021,PA,Cambria County,2018,131449
42023,PA,Cameron County,2018,4501
42025,PA,Carbon County,2018,64175
42027,PA,Centre County,2018,162601
42029,PA,Chester County,2018,522086
42031,PA,Clarion County,2018,38672
42033,PA,Clearfield County,2018,79572
42035,PA,Clinton County,2018,38696
42037,PA,Columbia County,2018,65215
42039,PA,Crawford County,2018,85110
42041,PA,Cumberland County,2018,251131
42043,PA,Dauphin County,2018,276864
42045,PA,Delaware County,2018,565231
42047,PA,Elk County,2018,30110
42049,PA,Erie County,2018,271544
42051,PA,Fayette County,2018,130323
42053,PA,Forest County,2018,7284
42055,PA,Franklin County,2018,154579
42057,PA,Fulton County,2018,14525
42059,PA,Greene County,2018,36661
42061,PA,Huntingdon County,2018,45395
42063,PA,Indiana County,2018,84441
42065,PA,Jefferson County,2018,43614
42067,PA,Juniata County,2018,24718
42069,PA,Lackawanna County,2018,210269
42071,PA,Lancaster County,2018,543969
42073,PA,Lawrence County,2018,86128
42075,PA,Lebanon County,2018,141339
42077,PA,Lehigh County,2018,368359
42079,PA,Luzerne County,2018,317859
42081,PA,Lycoming County,2018,113866
42083,PA,McKean County,2018,40950
42085,PA,Mercer County,2018,110471
42087,PA,Mifflin County,2018,46211
42089,PA,Monroe County,2018,169294
42091,PA,Montgomery County,2018,826924
42093,PA,Montour County,2018,18240
42095,PA,Northampton County,2018,304564
42097,PA,Northumberland County,2018,91080
42099,PA,Perry County,2018,46154
42101,PA,Philadelphia County,2018,1583592
42103,PA,Pike County,2018,55780
42105,PA,Potter County,2018,16623
42107,PA,Schuylkill County,2018,141815
42109,PA,Snyder County,2018,40518
42111,PA,Somerset County,2018,73872
42113,PA,Sullivan County,2018,6076
42115,PA,Susquehanna County,2018,40560
42117,PA,Tioga County,2018,40690
42119,PA,Union County,2018,45017
42121,PA,Venango County,2018,51201
42123,PA,Warren County,2018,39551
42125,PA,Washington County,2018,207018
42127,PA,Wayne County,2018,51395
42129,PA,Westmoreland County,2018,350459
42131,PA,Wyoming County,2018,27087
42133,PA,York County,2018,447847
44000,RI,Rhode Island,2018,1058287
44001,RI,Bristol County,2018,48637
44003,RI,Kent County,2018,164053
44005,RI,Newport County,2018,82547
44007,RI,Providence County,2018,636953
44009,RI,Washington County,2018,126097
45000,SC,South Carolina,2018,5084156
45001,SC,Abbeville County,2018,24587
45003,SC,Aiken County,2018,169449
45005,SC,Allendale County,2018,8924
45007,SC,Anderson County,2018,200292
45009,SC,Bamberg County,2018,14272
45011,SC,Barnwell County,2018,21121
45013,SC,Beaufort County,2018,188876
45015,SC,Berkeley County,2018,221182
45017,SC,Calhoun County,2018,14563
45019,SC,Charleston County,2018,406222
45021,SC,Cherokee County,2018,57069
45023,SC,Chester County,2018,32304
45025,SC,Chesterfield County,2018,45881
45027,SC,Clarendon County,2018,33742
45029,SC,Colleton County,2018,37676
45031,SC,Darlington County,2018,66759
45033,SC,Dillon County,2018,30612
45035,SC,Dorchester County,2018,160718
45037,SC,Edgefield County,2018,27132
45039,SC,Fairfield County,2018,22376
45041,SC,Florence County,2018,138277
45043,SC,Georgetown County,2018,62232
45045,SC,Greenville County,2018,514621
45047,SC,Greenwood County,2018,70597
45049,SC,Hampton County,2018,19348
45051,SC,Horry County,2018,344105
45053,SC,Jasper County,2018,29147
45055,SC,Kershaw County,2018,65802
45057,SC,Lancaster County,2018,95035
45059,SC,Laurens County,2018,66890
45061,SC,Lee County,2018,17294
45063,SC,Lexington County,2018,294350
45065,SC,McCormick County,2018,9408
45067,SC,Marion County,2018,31056
45069,SC,Marlboro County,2018,26392
45071,SC,Newberry County,2018,38443
45073,SC,Oconee County,2018,78307
45075,SC,Orangeburg County,2018,87013
45077,SC,Pickens County,2018,125225
45079,SC,Richland County,2018,414202
45081,SC,Saluda County,2018,20397
45083,SC,Spartanburg County,2018,314137
45085,SC,Sumter County,2018,106409
45087,SC,Union County,2018,27324
45089,SC,Williamsburg County,2018,30606
45091,SC,York County,2018,273782
46000,SD,South Dakota,2018,878698
46003,SD,Aurora County,2018,2785
46005,SD,Beadle County,2018,18423
46007,SD,Bennett County,2018,3473
46009,SD,Bon Homme County,2018,6910
46011,SD,Brookings County,2018,35077
46013,SD,Brown County,2018,39145
46015,SD,Brule County,2018,5230
46017,SD,Buffalo County,2018,2027
46019,SD,Butte County,2018,10253
46021,SD,Campbell County,2018,1366
46023,SD,Charles Mix County,2018,9331
46025,SD,Clark County,2018,3726
46027,SD,Clay County,2018,13983
46029,SD,Codington County,2018,28033
46031,SD,Corson County,2018,4178
46033,SD,Custer County,2018,8812
46035,SD,Davison County,2018,19784
46037,SD,Day County,2018,5507
46039,SD,Deuel County,2018,4352
46041,SD,Dewey County,2018,5925
46043,SD,Douglas County,2018,2926
46045,SD,Edmunds County,2018,3866
46047,SD,Fall River County,2018,6740
46049,SD,Faulk County,2018,2315
46051,SD,Grant County,2018,7103
46053,SD,Gregory County,2018,4189
46055,SD,Haakon County,2018,1902
46057,SD,Hamlin County,2018,6070
46059,SD,Hand County,2018,3240
46061,SD,Hanson County,2018,3364
46063,SD,Harding County,2018,1252
46065,SD,Hughes County,2018,17683
46067,SD,Hutchinson County,2018,7306
46069,SD,Hyde County,2018,1271
46071,SD,Jackson County,2018,3278
46073,SD,Jerauld County,2018,2026
46075,SD,Jones County,2018,928
46077,SD,Kingsbury County,2018,4926
46079,SD,Lake County,2018,13055
46081,SD,Lawrence County,2018,25727
46083,SD,Lincoln County,2018,58795
46085,SD,Lyman County,2018,3804
46087,SD,McCook County,2018,5601
46089,SD,McPherson County,2018,2401
46091,SD,Marshall County,2018,4921
46093,SD,Meade County,2018,28204
46095,SD,Mellette County,2018,2034
46097,SD,Miner County,2018,2204
46099,SD,Minnehaha County,2018,190992
46101,SD,Moody County,2018,6502
46102,SD,Oglala Lakota County,2018,14331
46103,SD,Pennington County,2018,111950
46105,SD,Perkins County,2018,2908
46107,SD,Potter County,2018,2206
46109,SD,Roberts County,2018,10376
46111,SD,Sanborn County,2018,2396
46115,SD,Spink County,2018,6484
46117,SD,Stanley County,2018,3017
46119,SD,Sully County,2018,1377
46121,SD,Todd County,2018,10245
46123,SD,Tripp County,2018,5491
46125,SD,Turner County,2018,8422
46127,SD,Union County,2018,15570
46129,SD,Walworth County,2018,5477
46135,SD,Yankton County,2018,22759
46137,SD,Ziebach County,2018,2744
47000,TN,Tennessee,2018,6771631
47001,TN,Anderson County,2018,76287
47003,TN,Bedford County,2018,49146
47005,TN,Benton County,2018,16246
47007,TN,Bledsoe County,2018,14883
47009,TN,Blount County,2018,131331
47011,TN,Bradley County,2018,107050
47013,TN,Campbell County,2018,39795
47015,TN,Cannon County,2018,14440
47017,TN,Carroll County,2018,27975
47019,TN,Carter County,2018,56417
47021,TN,Cheatham County,2018,40502
47023,TN,Chester County,2018,17245
47025,TN,Claiborne County,2018,31850
47027,TN,Clay County,2018,7677
47029,TN,Cocke County,2018,35858
47031,TN,Coffee County,2018,55877
47033,TN,Crockett County,2018,14296
47035,TN,Cumberland County,2018,59738
47037,TN,Davidson County,2018,690516
47039,TN,Decatur County,2018,11699
47041,TN,DeKalb County,2018,20133
47043,TN,Dickson County,2018,53446
47045,TN,Dyer County,2018,37286
47047,TN,Fayette County,2018,40556
47049,TN,Fentress County,2018,18322
47051,TN,Franklin County,2018,41935
47053,TN,Gibson County,2018,49171
47055,TN,Giles County,2018,29446
47057,TN,Grainger County,2018,23137
47059,TN,Greene County,2018,69164
47061,TN,Grundy County,2018,13348
47063,TN,Hamblen County,2018,64629
47065,TN,Hamilton County,2018,364293
47067,TN,Hancock County,2018,6561
47069,TN,Hardeman County,2018,25276
47071,TN,Hardin County,2018,25693
47073,TN,Hawkins County,2018,56713
47075,TN,Haywood County,2018,17347
47077,TN,Henderson County,2018,27983
47079,TN,Henry County,2018,32336
47081,TN,Hickman County,2018,25007
47083,TN,Houston County,2018,8234
47085,TN,Humphreys County,2018,18551
47087,TN,Jackson County,2018,11777
47089,TN,Jefferson County,2018,54012
47091,TN,Johnson County,2018,17774
47093,TN,Knox County,2018,466258
47095,TN,Lake County,2018,7407
47097,TN,Lauderdale County,2018,25997
47099,TN,Lawrence County,2018,43771
47101,TN,Lewis County,2018,12074
47103,TN,Lincoln County,2018,34189
47105,TN,Loudon County,2018,53082
47107,TN,McMinn County,2018,53336
47109,TN,McNairy County,2018,25830
47111,TN,Macon County,2018,24289
47113,TN,Madison County,2018,97603
47115,TN,Marion County,2018,28598
47117,TN,Marshall County,2018,33806
47119,TN,Maury County,2018,94273
47121,TN,Meigs County,2018,12297
47123,TN,Monroe County,2018,46269
47125,TN,Montgomery County,2018,205312
47127,TN,Moore County,2018,6457
47129,TN,Morgan County,2018,21534
47131,TN,Obion County,2018,30274
47133,TN,Overton County,2018,22068
47135,TN,Perry County,2018,8050
47137,TN,Pickett County,2018,5053
47139,TN,Polk County,2018,16918
47141,TN,Putnam County,2018,78631
47143,TN,Rhea County,2018,32911
47145,TN,Roane County,2018,53258
47147,TN,Robertson County,2018,71179
47149,TN,Rutherford County,2018,324647
47151,TN,Scott County,2018,22028
47153,TN,Sequatchie County,2018,14891
47155,TN,Sevier County,2018,97895
47157,TN,Shelby County,2018,936365
47159,TN,Smith County,2018,19979
47161,TN,Stewart County,2018,13619
47163,TN,Sullivan County,2018,157599
47165,TN,Sumner County,2018,187490
47167,TN,Tipton County,2018,61576
47169,TN,Trousdale County,2018,11033
47171,TN,Unicoi County,2018,17822
47173,TN,Union County,2018,19689
47175,TN,Van Buren County,2018,5763
47177,TN,Warren County,2018,40826
47179,TN,Washington County,2018,128661
47181,TN,Wayne County,2018,16635
47183,TN,Weakley County,2018,33413
47185,TN,White County,2018,27086
47187,TN,Williamson County,2018,231978
47189,TN,Wilson County,2018,140954
48000,TX,Texas,2018,28628666
48001,TX,Anderson County,2018,57974
48003,TX,Andrews County,2018,18011
48005,TX,Angelina County,2018,86810
48007,TX,Aransas County,2018,23446
48009,TX,Archer County,2018,8700
48011,TX,Armstrong County,2018,1879
48013,TX,Atascosa County,2018,50322
48015,TX,Austin County,2018,29965
48017,TX,Bailey County,2018,7015
48019,TX,Bandera County,2018,22792
48021,TX,Bastrop County,2018,86595
48023,TX,Baylor County,2018,3573
48025,TX,Bee County,2018,32467
48027,TX,Bell County,2018,355397
48029,TX,Bexar County,2018,1981187
48031,TX,Blanco County,2018,11648
48033,TX,Borden County,2018,647
48035,TX,Bosque County,2018,18629
48037,TX,Bowie County,2018,93688
48039,TX,Brazoria County,2018,368887
48041,TX,Brazos County,2018,225781
48043,TX,Brewster County,2018,9272
48045,TX,Briscoe County,2018,1512
48047,TX,Brooks County,2018,7099
48049,TX,Brown County,2018,37820
48051,TX,Burleson County,2018,18335
48053,TX,Burnet County,2018,47344
48055,TX,Caldwell County,2018,43161
48057,TX,Calhoun County,2018,21504
48059,TX,Callahan County,2018,13990
48061,TX,Cameron County,2018,422139
48063,TX,Camp County,2018,12983
48065,TX,Carson County,2018,6007
48067,TX,Cass County,2018,30106
48069,TX,Castro County,2018,7588
48071,TX,Chambers County,2018,42227
48073,TX,Cherokee County,2018,52381
48075,TX,Childress County,2018,7315
48077,TX,Clay County,2018,10448
48079,TX,Cochran County,2018,2831
48081,TX,Coke County,2018,3355
48083,TX,Coleman County,2018,8367
48085,TX,Collin County,2018,1004307
48087,TX,Collingsworth County,2018,2942
48089,TX,Colorado County,2018,21305
48091,TX,Comal County,2018,148141
48093,TX,Comanche County,2018,13540
48095,TX,Concho County,2018,2683
48097,TX,Cooke County,2018,40504
48099,TX,Coryell County,2018,74741
48101,TX,Cottle County,2018,1382
48103,TX,Crane County,2018,4755
48105,TX,Crockett County,2018,3439
48107,TX,Crosby County,2018,5764
48109,TX,Culberson County,2018,2194
48111,TX,Dallam County,2018,7303
48113,TX,Dallas County,2018,2629350
48115,TX,Dawson County,2018,12605
48117,TX,Deaf Smith County,2018,18711
48119,TX,Delta County,2018,5332
48121,TX,Denton County,2018,858741
48123,TX,DeWitt County,2018,20106
48125,TX,Dickens County,2018,2218
48127,TX,Dimmit County,2018,10195
48129,TX,Donley County,2018,3315
48131,TX,Duval County,2018,11147
48133,TX,Eastland County,2018,18319
48135,TX,Ector County,2018,161960
48137,TX,Edwards County,2018,1908
48139,TX,Ellis County,2018,179006
48141,TX,El Paso County,2018,836825
48143,TX,Erath County,2018,42223
48145,TX,Falls County,2018,17231
48147,TX,Fannin County,2018,35185
48149,TX,Fayette County,2018,25278
48151,TX,Fisher County,2018,3821
48153,TX,Floyd County,2018,5783
48155,TX,Foard County,2018,1191
48157,TX,Fort Bend County,2018,788081
48159,TX,Franklin County,2018,10778
48161,TX,Freestone County,2018,19789
48163,TX,Frio County,2018,20211
48165,TX,Gaines County,2018,20820
48167,TX,Galveston County,2018,337858
48169,TX,Garza County,2018,6243
48171,TX,Gillespie County,2018,26702
48173,TX,Glasscock County,2018,1391
48175,TX,Goliad County,2018,7588
48177,TX,Gonzales County,2018,20781
48179,TX,Gray County,2018,22051
48181,TX,Grayson County,2018,133787
48183,TX,Gregg County,2018,123251
48185,TX,Grimes County,2018,28291
48187,TX,Guadalupe County,2018,163276
48189,TX,Hale County,2018,33631
48191,TX,Hall County,2018,3025
48193,TX,Hamilton County,2018,8477
48195,TX,Hansford County,2018,5470
48197,TX,Hardeman County,2018,3929
48199,TX,Hardin County,2018,57107
48201,TX,Harris County,2018,4680045
48203,TX,Harrison County,2018,66584
48205,TX,Hartley County,2018,5611
48207,TX,Haskell County,2018,5699
48209,TX,Hays County,2018,222706
48211,TX,Hemphill County,2018,3845
48213,TX,Henderson County,2018,82103
48215,TX,Hidalgo County,2018,862298
48217,TX,Hill County,2018,36165
48219,TX,Hockley County,2018,22971
48221,TX,Hood County,2018,60177
48223,TX,Hopkins County,2018,36738
48225,TX,Houston County,2018,23068
48227,TX,Howard County,2018,35925
48229,TX,Hudspeth County,2018,4788
48231,TX,Hunt County,2018,96606
48233,TX,Hutchinson County,2018,21119
48235,TX,Irion County,2018,1516
48237,TX,Jack County,2018,8825
48239,TX,Jackson County,2018,14834
48241,TX,Jasper County,2018,35769
48243,TX,Jeff Davis County,2018,2243
48245,TX,Jefferson County,2018,253234
48247,TX,Jim Hogg County,2018,5192
48249,TX,Jim Wells County,2018,40756
48251,TX,Johnson County,2018,171121
48253,TX,Jones County,2018,19866
48255,TX,Karnes County,2018,15660
48257,TX,Kaufman County,2018,128279
48259,TX,Kendall County,2018,45603
48261,TX,Kenedy County,2018,437
48263,TX,Kent County,2018,726
48265,TX,Kerr County,2018,52415
48267,TX,Kimble County,2018,4338
48269,TX,King County,2018,276
48271,TX,Kinney County,2018,3692
48273,TX,Kleberg County,2018,30722
48275,TX,Knox County,2018,3662
48277,TX,Lamar County,2018,49729
48279,TX,Lamb County,2018,13103
48281,TX,Lampasas County,2018,21134
48283,TX,La Salle County,2018,7493
48285,TX,Lavaca County,2018,20114
48287,TX,Lee County,2018,17097
48289,TX,Leon County,2018,17260
48291,TX,Liberty County,2018,85802
48293,TX,Limestone County,2018,23343
48295,TX,Lipscomb County,2018,3342
48297,TX,Live Oak County,2018,12148
48299,TX,Llano County,2018,21600
48301,TX,Loving County,2018,148
48303,TX,Lubbock County,2018,307627
48305,TX,Lynn County,2018,5848
48307,TX,McCulloch County,2018,7982
48309,TX,McLennan County,2018,254196
48311,TX,McMullen County,2018,731
48313,TX,Madison County,2018,14363
48315,TX,Marion County,2018,9915
48317,TX,Martin County,2018,5681
48319,TX,Mason County,2018,4259
48321,TX,Matagorda County,2018,36566
48323,TX,Maverick County,2018,58276
48325,TX,Medina County,2018,50862
48327,TX,Menard County,2018,2120
48329,TX,Midland County,2018,172505
48331,TX,Milam County,2018,25045
48333,TX,Mills County,2018,4883
48335,TX,Mitchell County,2018,8525
48337,TX,Montague County,2018,19584
48339,TX,Montgomery County,2018,589770
48341,TX,Moore County,2018,21083
48343,TX,Morris County,2018,12303
48345,TX,Motley County,2018,1232
48347,TX,Nacogdoches County,2018,65161
48349,TX,Navarro County,2018,49536
48351,TX,Newton County,2018,13751
48353,TX,Nolan County,2018,14799
48355,TX,Nueces County,2018,362026
48357,TX,Ochiltree County,2018,9866
48359,TX,Oldham County,2018,2118
48361,TX,Orange County,2018,83474
48363,TX,Palo Pinto County,2018,28874
48365,TX,Panola County,2018,23142
48367,TX,Parker County,2018,138070
48369,TX,Parmer County,2018,9719
48371,TX,Pecos County,2018,15709
48373,TX,Polk County,2018,49955
48375,TX,Potter County,2018,118711
48377,TX,Presidio County,2018,6856
48379,TX,Rains County,2018,12147
48381,TX,Randall County,2018,135691
48383,TX,Reagan County,2018,3736
48385,TX,Real County,2018,3477
48387,TX,Red River County,2018,12143
48389,TX,Reeves County,2018,15513
48391,TX,Refugio County,2018,7000
48393,TX,Roberts County,2018,898
48395,TX,Robertson County,2018,17219
48397,TX,Rockwall County,2018,100546
48399,TX,Runnels County,2018,10178
48401,TX,Rusk County,2018,54301
48403,TX,Sabine County,2018,10576
48405,TX,San Augustine County,2018,8254
48407,TX,San Jacinto County,2018,28717
48409,TX,San Patricio County,2018,66671
48411,TX,San Saba County,2018,6060
48413,TX,Schleicher County,2018,2880
48415,TX,Scurry County,2018,16812
48417,TX,Shackelford County,2018,3256
48419,TX,Shelby County,2018,25307
48421,TX,Sherman County,2018,3101
48423,TX,Smith County,2018,229749
48425,TX,Somervell County,2018,9030
48427,TX,Starr County,2018,64249
48429,TX,Stephens County,2018,9405
48431,TX,Sterling County,2018,1304
48433,TX,Stonewall County,2018,1352
48435,TX,Sutton County,2018,3752
48437,TX,Swisher County,2018,7413
48439,TX,Tarrant County,2018,2081446
48441,TX,Taylor County,2018,137294
48443,TX,Terrell County,2018,810
48445,TX,Terry County,2018,12344
48447,TX,Throckmorton County,2018,1504
48449,TX,Titus County,2018,32743
48451,TX,Tom Green County,2018,118014
48453,TX,Travis County,2018,1246572
48455,TX,Trinity County,2018,14688
48457,TX,Tyler County,2018,21609
48459,TX,Upshur County,2018,41179
48461,TX,Upton County,2018,3637
48463,TX,Uvalde County,2018,26787
48465,TX,Val Verde County,2018,48988
48467,TX,Van Zandt County,2018,55966
48469,TX,Victoria County,2018,91878
48471,TX,Walker County,2018,73136
48473,TX,Waller County,2018,53512
48475,TX,Ward County,2018,11709
48477,TX,Washington County,2018,35496
48479,TX,Webb County,2018,275120
48481,TX,Wharton County,2018,41499
48483,TX,Wheeler County,2018,5158
48485,TX,Wichita County,2018,131807
48487,TX,Wilbarger County,2018,12777
48489,TX,Willacy County,2018,21450
48491,TX,Williamson County,2018,566463
48493,TX,Wilson County,2018,50196
48495,TX,Winkler County,2018,7778
48497,TX,Wise County,2018,68284
48499,TX,Wood County,2018,45157
48501,TX,Yoakum County,2018,8590
48503,TX,Young County,2018,17986
48505,TX,Zapata County,2018,14149
48507,TX,Zavala County,2018,11969
49000,UT,Utah,2018,3153550
49001,UT,Beaver County,2018,6625
49003,UT,Box Elder County,2018,54906
49005,UT,Cache County,2018,126400
49007,UT,Carbon County,2018,20233
49009,UT,Daggett County,2018,974
49011,UT,Davis County,2018,351101
49013,UT,Duchesne County,2018,19943
